Depth_m,RockType,Formation,NaturalGamma_API,SP_mV,SPResistance_Ohm,FluidResistivity_Ohm,Temperature_DegC,Res8_Ohm-m,Res16_Ohm-m,Res32_Ohm-m,Res64_Ohm-m,NearDensity_gcc,FarDensity_gcc,MS_mCGS
154.2,MHIF,Sokoman,0,695.375,85.4299,75.9166,2.76758,425.852,774.435,1403.14,2874.59,3.67075,3.58494,55.7869
154.4,MHIF,Sokoman,0,703.75,60.7321,75.8339,2.77344,617.887,841.746,1372.56,2685.99,3.50211,3.55166,30.1221
154.6,MHIF,Sokoman,0,694.75,83.818,75.3682,2.76953,924.463,1090.89,1375.8,2915.75,3.44082,3.44065,25.1148
154.8,MHIF,Sokoman,0,679.875,288.75,75.0151,2.76855,1173.04,1427.31,1409.65,2959.59,3.30284,3.24546,20.0416
155,MHIF,Sokoman,0,682.25,513.84,74.5869,2.79395,1336.45,1607.33,1476.45,2576.48,3.2649,3.38477,19.0399
155.2,MHIF,Sokoman,0,688.125,605.563,73.7905,2.77539,1416.44,1573.68,1391.48,2529.89,3.83909,3.7111,29.4678
155.4,MHIF,Sokoman,0,688.5,690.073,73.6328,2.75977,1075.38,1117.47,1265.28,2717.94,4.13474,3.78654,33.8287
155.6,MHIF,Sokoman,0,688.625,765.659,73.3323,2.78418,555.27,720.319,1267.9,2820.98,3.48009,3.6969,62.5449
155.8,MHIF,Sokoman,0,691.5,625.344,72.7463,2.76367,404.845,660.478,1301.93,2725.08,3.47485,3.4066,46.9827
156,MHIF,Sokoman,61.4663,694.125,259.779,71.8748,2.76074,496.517,718.869,1333.66,2836.37,3.28116,3.43464,44.4089
156.2,MHIF,Sokoman,0,692.75,130.558,71.7171,2.7627,578.924,823.593,1325.43,2878.96,3.4229,3.63818,46.3634
156.4,MIF,Sokoman,0,691.625,259.999,71.1912,2.77539,709.905,884.055,1375.5,3362.9,3.65329,3.57656,48.2537
156.6,MIF,Sokoman,0,692.125,309.78,71.1386,2.77246,852.595,1078.66,1404.71,3212.05,3.41601,3.31953,52.1475
156.8,MIF,Sokoman,44.3359,690.375,398.868,70.748,2.78418,877.873,1186.7,1503.99,2355.09,3.37678,3.3123,48.9156
157,MIF,Sokoman,0,686.125,480.35,70.0718,2.80762,898.157,1236.2,1457.49,2320.46,3.4566,3.39076,41.5829
157.2,MIF,Sokoman,0,687.375,449.589,69.5986,2.76465,878.048,1119.05,1257.34,2609.38,3.64685,3.56683,48.6579
157.4,MIF,Sokoman,0,690.875,458.458,69.3732,2.78125,683.308,849.518,1263.58,2921.31,3.65387,3.64245,50.4614
157.6,MIF,Sokoman,0,690.125,465.99,68.7421,2.74707,541.486,808.388,1334.92,2895.74,3.72509,3.5575,53.6371
157.8,MIF,Sokoman,0,689,355.282,68.6745,2.7832,584.351,838.444,1376.39,2786.82,3.67533,3.65867,43.6748
158,MIF,Sokoman,0,687.125,248.428,68.1787,2.78906,620.902,872.338,1354.79,2754.15,3.71261,3.52522,46.3406
158.2,MIF,Sokoman,0,694.5,281.428,67.4875,2.75879,571.653,838.191,1323.85,2765.3,3.35509,3.44666,52.5887
158.4,MIF,Sokoman,0,702.5,332.163,67.2697,2.78906,533.362,777.001,1305.07,2752.73,3.73944,3.70204,36.0633
158.6,MIF,Sokoman,12.3339,705,281.962,66.5785,2.76855,524.083,732.676,1293.15,2709.86,3.60551,3.52273,48.9435
158.8,MIF,Sokoman,0,704.625,279.57,66.4208,2.77637,449.055,711.142,1273.59,2723.99,3.56319,3.6683,45.7314
159,MIF,Sokoman,9.03805,699,309.309,66.5109,2.77344,387.98,680.393,1264.05,2630.24,3.69814,3.46245,29.9151
159.2,MIF,Sokoman,0,695.125,204.962,65.9325,2.78613,374.947,669.418,1270.19,2746.69,3.37007,3.26164,40.116
159.4,MIF,Sokoman,5.76763,695.25,136.958,65.5193,2.78516,370.711,676.936,1258.34,2851.43,3.4445,3.49179,35.6199
159.6,MIF,Sokoman,0,691.875,90.1724,65.1662,2.78906,356.562,655.974,1284.68,2714.72,3.59198,3.43692,35.0477
159.8,MIF,Sokoman,0,684.375,57.4412,64.9934,2.77344,348.147,684.637,1305.87,2570.92,3.60718,3.66144,41.4097
160,MIF,Sokoman,13.1781,675.375,86.5749,64.6178,2.78418,360.638,712.764,1278.84,2566.66,3.62371,3.46719,28.3053
160.2,MIF,Sokoman,13.6743,676.375,71.2348,64.3924,2.80469,358.135,685.445,1245.18,2663.68,3.712,3.41485,43.554
160.4,MIF,Sokoman,28.2949,686.125,21.6529,64.2722,2.78223,326.384,646.426,1249.58,2888.71,3.19926,3.2671,20.3339
160.6,MIF,Sokoman,12.7954,695,-999,63.9642,2.78223,319.851,633.394,1281.57,2808.69,3.35186,3.33525,28.5848
160.8,MIF,Sokoman,35.1838,703.375,-999,63.8815,2.7793,334.232,645.747,1325.54,2759.72,3.43891,3.28866,37.5
161,MIF,Sokoman,7.59771,707,-999,64.0694,2.74609,409.858,697.779,1294.67,2887.78,3.2445,3.29044,27.9884
161.2,MIF,Sokoman,0,704,30.5028,63.581,2.7666,442.894,677.956,1288.08,2860.09,3.27696,3.32987,25.1857
161.4,MIF,Sokoman,0,702.375,176.368,63.4684,2.77148,382.412,661.563,1336.33,2815.43,3.4441,3.31492,36.5789
161.6,MIF,Sokoman,55.0084,707,247.181,63.1904,2.78906,476.917,712.355,1330.14,2832.29,3.36525,3.34857,0.408313
161.8,MIF,Sokoman,0,710.875,141.876,62.935,2.78613,698.728,869.79,1331.77,2997.33,3.7034,3.63582,0.402871
162,MIF,Sokoman,30.1824,705.875,216.947,62.8598,2.76758,860.207,1114.72,1436.31,3034.59,3.87331,3.89334,0.677765
162.2,MIF,Sokoman,0,696.5,414.008,62.7021,2.79688,1098.73,1477.74,1616.42,3089.46,3.91137,3.78592,0.435301
162.4,MIF,Sokoman,0,698,453.16,62.5368,2.77539,1745.96,2160.95,1805.4,3635.32,4.09788,3.81748,0.386548
162.6,HIF,Sokoman,0,700.75,528.891,62.2588,2.75977,2518.55,3305.78,2091.88,3816.06,4.14576,3.81791,0.379365
162.8,HIF,Sokoman,0,699.125,831.643,62.2063,2.76172,3119.48,4341.86,2625.68,3514.39,4.06235,3.89577,0.390248
163,HIF,Sokoman,0,701.75,1162.63,62.071,2.7793,3449.07,5002.88,2958.32,3570.53,4.18195,3.78152,0.390248
163.2,HIF,Sokoman,0,701,1373.28,61.8682,2.74023,3515.56,5054.61,2843.19,3647.37,3.85078,3.67422,0.431819
163.4,HIF,Sokoman,0,699.625,1485.65,61.7255,2.75977,3188.91,4341.25,2538.41,3977.9,3.78573,3.64159,0.368482
163.6,HIF,Sokoman,13.6333,696.625,1516.09,61.5827,2.78516,2466.57,3315.26,2273.58,4342.53,3.7354,3.7168,0.312328
163.8,HIF,Sokoman,0,696.125,1428.34,61.4024,2.75391,1820.9,2526.58,2205.14,4358.44,4.28229,3.97705,0.296005
164,HIF,Sokoman,0,705.25,1162.09,61.3649,2.7832,1703.42,2374.07,2215.07,3986.57,4.06139,3.9499,0.328652
164.2,HIF,Sokoman,0,710.375,852.276,61.177,2.7627,2073.5,2792.03,2161.09,3738.24,4.11368,3.77022,0.417236
164.4,HIF,Sokoman,0,709,801.731,61.0268,2.7832,2352.91,3144.2,2104.73,3686.42,3.53545,3.51208,7.82652
164.6,HIF,Sokoman,0,704.25,971.571,60.9817,2.77832,2292.06,3037.1,2084.18,3606.01,3.56484,3.63395,0.248992
164.8,HIF,Sokoman,0,703.25,1087.88,60.8765,2.80078,2045.84,2713.84,2014.27,3689.5,3.89891,3.68298,0.290563
165,HIF,Sokoman,0,706.125,1073.28,60.824,2.76953,1754.77,2335.13,1964.46,3838.05,3.81265,3.51926,0.415495
165.2,HIF,Sokoman,20.4747,705.625,975.665,60.7488,2.7793,1536.44,2135.43,1990.57,3861.43,3.43616,3.44164,0.326911
165.4,HIF,Sokoman,9.83651,703.625,854.357,60.6737,2.79688,1568.63,2206.54,2035.45,3911.74,3.73109,3.59921,0.324952
165.6,HIF,Sokoman,0,703.25,742.815,60.5836,2.7793,1887.49,2524.08,2087.47,3999.82,3.50823,3.39434,0.377406
165.8,HIF,Sokoman,0,699.125,752.15,60.546,2.80566,2223.32,3008.3,2194.24,3921.14,3.54156,3.34447,0.370224
166,HIF,Sokoman,4.6411,697.625,894.885,60.4333,2.75781,2453.12,3378.66,2332.14,3844.23,3.32496,3.37648,0.39373
166.2,HIF,Sokoman,4.6411,700.125,1038.78,60.3807,2.78418,2553.27,3541.7,2404.2,3968.61,3.40225,3.31907,0.308628
166.4,HIF,Sokoman,0,699.75,1126.55,60.4108,2.77832,2566.52,3551.33,2383.24,4077.15,3.23596,3.18563,0.245292
166.6,HIF,Sokoman,0,699,1159.75,60.3356,2.7832,2515.76,3442.92,2347.81,3975.04,3.5726,3.4408,0.294263
166.8,HIF,Sokoman,3.54839,697,1172.63,60.1854,2.78809,2371.46,3288.8,2309.6,3823.65,3.43276,3.45005,0.256174
167,HIF,Sokoman,0,693.75,1160.98,60.2981,2.76465,2211.8,3073.95,2206.52,3806.24,3.59101,3.54069,0.390248
167.2,HIF,Sokoman,10.058,695.875,1090.89,60.3131,2.77148,2032.79,2770.02,2095.78,3800.41,3.7354,3.67059,0.346717
167.4,HIF,Sokoman,6.36281,695.125,777.462,60.1478,2.7793,1842.62,2476.52,2018.02,3838.09,3.57654,3.71916,0.355859
167.6,HIF,Sokoman,0,688.25,562.952,60.0727,2.74219,1660.21,2260.19,1947.54,4035.79,3.95043,3.7022,0.285122
167.8,HIF,Sokoman,9.84194,691.5,627.056,60.0126,2.75391,1501.89,2044.7,1920.64,4358.32,3.84267,3.63231,0.324952
168,HIF,Sokoman,0,699.75,641.484,59.93,2.76367,1339.63,1924.85,1977.83,4513.89,4.18213,3.86409,0.370224
168.2,HIF,Sokoman,17.6829,703.25,616.869,59.8398,2.80762,1340.14,2018.19,2128.8,4590.77,3.7651,3.70169,0.386548
168.4,HIF,Sokoman,0,703.5,533.299,59.9901,2.76465,1848.65,2542.29,2272.31,4830.11,4.03746,3.76195,0.326911
168.6,HIF,Sokoman,0,699.375,511.401,59.7722,2.77734,2858.57,3905.29,2506.9,4881.75,3.61731,3.59651,0.440743
168.8,HIF,Sokoman,7.21884,696.5,755.417,59.7572,2.7998,3896.33,5563.3,3128.12,4780.52,4.14732,3.79302,0.218303
169,HIF,Sokoman,0,693,1183.2,59.6445,2.77637,4510.27,6782.47,3782.96,4674.16,3.99515,3.84842,0.39743
169.2,HIF,Sokoman,0,685,1562.46,59.7722,2.75488,4730.1,7206.67,4136.05,4809.13,4.38437,3.90896,0.368482
169.4,HIF,Sokoman,0,679.875,1793.08,59.5468,2.76855,4611.03,7068.17,4146.83,5491.89,4.19261,3.88496,0.439001
169.6,HIF,Sokoman,0,676.5,1886.74,59.5619,2.77148,4371.11,6617.63,3879.9,5683.46,4.22118,3.73149,0.448143
169.8,HIF,Sokoman,5.67949,676.875,1861.37,59.4266,2.78809,3993.24,5923.58,3653.65,5548.88,3.69819,3.55558,0.410054
170,HIF,Sokoman,0,679.125,1793.46,59.3515,2.75586,3573.4,5394.99,3425.68,5280.13,3.46989,3.35429,0.32147
170.2,HIF,Sokoman,0,678.125,1711.99,59.3064,2.75293,3316.94,4913.1,3167.08,4817.58,3.26308,3.37466,0.258133
170.4,HIF,Sokoman,0,680,1553.37,59.2313,2.79102,3078.91,4474.8,2910.89,4581.67,3.72134,3.50804,0.31777
170.6,HIF,Sokoman,0,680.5,1439.39,59.1412,2.77734,2859.6,4074.78,2657.31,4527.22,3.82688,3.6246,0.270757
170.8,HIF,Sokoman,0,679.625,1372.1,59.1036,2.76855,2598.25,3633.74,2474.93,4364.6,3.69513,3.45242,0.359341
171,HIF,Sokoman,0,679.25,1291.35,59.0735,2.77832,2332.35,3243.78,2360.07,4099.28,3.53017,3.53271,0.400912
171.2,HIF,Sokoman,0,677.25,1196.29,58.9984,2.79004,2149.49,2983.07,2192.98,3779.07,3.75309,3.63842,1.84938
171.4,HIF,Sokoman,0,673,1099.57,58.9233,2.77344,1988.77,2639.16,2016.39,3565,3.70662,3.50789,0.996189
171.6,HIF,Sokoman,0,670.625,1020.74,58.9008,2.79297,1708.29,2259.2,1819.96,3373.5,3.89752,3.50463,2.00674
171.8,HIF,Sokoman,6.59591,673.625,968.277,58.8331,2.80371,1385.3,1817.83,1692.41,2988.13,3.38176,3.46218,0.294263
172,HIF,Sokoman,0,679,850.133,58.7956,2.76074,1126.42,1516.29,1571.02,2779.56,3.6121,3.70403,0.375665
172.2,HIF,Sokoman,6.08245,680.75,706.402,58.743,2.78613,1017.36,1274.68,1426.97,2678.38,4.2296,3.71688,0.831427
172.4,HIF,Sokoman,8.02363,675.875,595.638,58.6904,2.80078,817.489,1023.7,1344.61,2825.21,3.3235,3.45606,1.90358
172.6,HIF,Sokoman,27.1972,672.5,565.223,58.6453,2.76563,615.601,862.603,1312.06,2991.75,3.88362,3.70226,0.384806
172.8,HIF,Sokoman,0,681.75,462.189,58.6153,2.76855,519.463,781.83,1340.48,3548.8,3.81605,3.67608,21.9893
173,HIF,Sokoman,0,693.125,324.084,58.5627,2.78516,497.154,804.783,1395.05,3729.67,3.35696,3.30684,21.968
173.2,HIF,Sokoman,0,696.125,276.749,58.5026,2.7627,579.878,872.05,1515.93,3227.6,3.54462,3.38921,5.10915
173.4,HIF,Sokoman,4.05648,696.25,234.243,58.4725,2.79785,772.517,1068.33,1530.17,2945.98,3.2818,3.43451,1.1986
173.6,HIF,Sokoman,9.4485,695.375,285.156,58.4425,2.80273,875.671,1128.9,1403.83,3035.54,3.83305,3.5789,4.10294
173.8,HIF,Sokoman,10.842,691.875,438.526,58.4124,2.7832,722.135,937.68,1346.64,3072.16,3.38816,3.28015,11.6846
174,HIF,Sokoman,27.6257,688.75,510.629,58.3899,2.78906,540.681,805.515,1391.15,2915.38,3.18153,3.16957,39.8143
174.2,HIF,Sokoman,92.6641,691,412.168,58.3298,2.78027,547.047,865.454,1424.65,2927.49,3.54628,3.47972,12.4664
174.4,HIF,Sokoman,4.65506,693,293.955,58.3073,2.77734,785.207,1028.29,1406.44,2877.74,3.74397,3.55791,39.7177
174.6,HIF,Sokoman,12.1302,691,268.343,58.2547,2.7793,1130.09,1304.62,1422.06,2829.92,3.89591,3.73134,47.9854
174.8,HIF,Sokoman,9.75731,685.375,426.135,58.2772,2.78906,1276.67,1506.33,1441.45,2882.86,3.89403,3.74246,45.1011
175,MIF,Sokoman,8.26783,682.5,649.032,58.2171,2.77734,1132.47,1399.29,1464.84,2881.39,3.65578,3.49877,48.6301
175.2,MIF,Sokoman,19.3051,681.125,692.187,58.1495,2.76758,950.718,1250.35,1477.14,2882.22,3.3811,3.24935,44.1556
175.4,MIF,Sokoman,0,677.75,612.319,58.0969,2.79199,876.159,1164.61,1441.06,3031.85,3.3389,3.40051,37.695
175.6,MIF,Sokoman,2.63318,671.5,512.983,58.142,2.79492,818.839,1060.92,1406.38,2912.03,3.46747,3.45958,35.6535
175.8,MIF,Sokoman,10.2855,669.75,479.624,58.1119,2.79199,718.518,964.663,1399.12,2720.22,3.41314,3.46361,33.9414
176,MIF,Sokoman,0,673.625,465.394,58.0594,2.76367,647.18,920.721,1339.76,2721.62,3.53862,3.61288,39.0843
176.2,MIF,Sokoman,14.5876,671.125,408.943,58.0293,2.76367,593.169,811.52,1279.78,3029.3,3.43411,3.40717,32.8625
176.4,MIF,Sokoman,9.03851,659.875,361.424,58.0443,2.78809,448.806,685.858,1284.04,3083.64,3.34064,3.34768,35.884
176.6,MIF,Sokoman,12.9117,665.375,346.734,58.0068,2.77148,371.231,665.557,1351.21,2871.39,3.4025,3.51988,19.2003
176.8,MIF,Sokoman,0,681.875,223.883,57.9692,2.77734,421.159,751.63,1352.31,2737.77,3.84829,3.47772,34.6638
177,MIF,Sokoman,8.07288,684.375,124.573,57.8866,2.75977,453.266,767.355,1302.95,2537.91,3.6634,3.60742,26.5108
177.2,MIF,Sokoman,8.17553,680.375,177.269,57.8715,2.78809,414.391,714.725,1269.09,2575.86,3.52862,3.56792,32.3014
177.4,MIF,Sokoman,0,679,215.323,57.8791,2.78516,374.642,668.182,1227.39,2717.67,3.46244,3.54806,39.5353
177.6,MIF,Sokoman,8.21246,676.875,167.373,57.819,2.77344,339.892,608.01,1236.71,2789.61,3.77395,3.55403,31.8426
177.8,MIF,Sokoman,0,675.5,101.917,57.7288,2.80078,341.622,617.572,1274.63,2815.33,3.68519,3.72503,32.328
178,MIF,Sokoman,12.0418,672.375,105.144,57.7889,2.76953,383.008,673.461,1295.71,2634.59,3.71177,3.66281,35.9138
178.2,MIF,Sokoman,0,665.875,142.013,57.7213,2.79883,392.851,700.091,1300.7,2324.34,3.93592,3.7891,45.4643
178.4,MIF,Sokoman,0,667.75,158.323,57.6236,2.78125,387.988,707.614,1256.88,2488.71,3.99752,3.77061,31.5919
178.6,MIF,Sokoman,0,673.625,138.423,57.6687,2.78223,377.387,661.241,1203.01,2942.67,4.06493,3.80704,39.63
178.8,MIF,Sokoman,17.2306,672.375,130.672,57.6011,2.74805,318.357,579.98,1279.74,3221.47,3.83993,3.67555,39.8494
179,MIF,Sokoman,0,665.75,120.524,57.5786,2.76855,371.044,627.154,1421.43,3319.19,3.65217,3.49933,9.88464
179.2,MIF,Sokoman,15.8252,663.875,74.7797,57.5635,2.75684,1035.89,1119.62,1519.36,3440.52,3.69195,3.50435,0.645335
179.4,MIF,Sokoman,9.28483,664.875,125.931,57.5185,2.78809,2262.78,2733.97,1710.64,3129.01,3.54039,3.66383,9.8324
179.6,MIF,Sokoman,25.1127,662,537.656,57.5485,2.78906,3418.6,4610.49,2314.95,2701.64,3.9523,3.79308,0.589181
179.8,MIF,Sokoman,20.6533,656.75,1104.02,57.3983,2.75977,3997.68,5648.11,2666.93,2900.76,3.61077,3.68761,1.07019
180,MIF,Sokoman,11.2691,647.25,1526.29,57.4133,2.80371,3829.33,5145.04,2560.2,3410.62,4.01053,3.75674,0.733919
180.2,SIF,Sokoman,35.133,643.75,1738.57,57.3382,2.75293,2893.55,3902.5,2600.25,4056.07,3.78378,3.46459,6.01566
180.4,SIF,Sokoman,20.9853,641.75,1708.43,57.3231,2.7998,2155.23,3338.34,2667.38,4113.85,3.17479,3.17507,3.63913
180.6,SIF,Sokoman,40.3187,642,1339.21,57.263,2.76855,2354.85,3364.29,2539.38,3991.86,3.42878,3.56405,0.386548
180.8,SIF,Sokoman,10.1073,641.875,966.11,57.263,2.7832,2933.94,3763.58,2313.24,3654.04,3.92585,3.6004,0.350417
181,SIF,Sokoman,9.28334,649,1063.37,57.218,2.77344,2947.14,3797.62,2219.43,3219.31,3.66416,3.6383,2.81771
181.2,SIF,Sokoman,23.2833,660,1361.78,57.1879,2.79688,2404.01,3289.45,2112.27,3212.05,3.62871,3.43827,7.77255
181.4,SIF,Sokoman,24.8894,661.125,1385.02,57.1804,2.80762,2004.07,2617.45,1851.37,3483.08,3.62003,3.42719,8.05136
181.6,SIF,Sokoman,48.4269,662.125,1136.41,57.0902,2.79688,1602.03,1918.37,1685.41,3750.89,3.23627,3.19907,7.07976
181.8,SIF,Sokoman,110.424,667,977.355,57.0226,2.75781,1127.31,1495.75,1735,4001.47,2.97364,2.93172,6.75046
182,SIF,Sokoman,160.915,673.125,866.25,56.9024,2.77539,1074.18,1522.51,1881.34,4353.28,2.82377,2.87801,0.274239
182.2,SIF,Sokoman,136.447,669.75,596.589,56.8949,2.75879,1842.12,2398.11,2034.62,4704,2.98642,3.00214,0.156708
182.4,SIF,Sokoman,141.051,661.875,539.236,56.8273,2.76953,3147.33,4178.44,2500.64,4729.11,2.8258,2.87833,0.16759
182.6,SIF,Sokoman,183.912,657.125,901.048,56.8348,2.7832,4214.27,6189.19,3382.83,5005.5,2.67324,2.74295,0.173032
182.8,SIF,Sokoman,229.886,652.25,1417.17,56.7672,2.79102,4946.25,7631.65,4293.28,5700.36,2.61125,2.68647,0.140384
183,SIF,Sokoman,315.206,649,1805.34,56.6996,2.78613,5393.09,8457.54,4946.63,7012.61,2.65638,2.74127,0.138643
183.2,QZT-MS,Wishart,333.574,646.375,2050.15,56.6921,2.7627,5667.39,8982.74,5267.97,8323.63,2.62207,2.68658,0.145825
183.4,QZT-MS,Wishart,320.686,646.5,2219.65,56.5418,2.7832,5704.15,9100.64,5451.43,8935.87,2.63713,2.65459,0.13146
183.6,QZT-MS,Wishart,266.303,647.25,2313.35,56.5193,2.7666,5576.04,9054.1,5609.19,9377.09,2.62486,2.67696,0.134943
183.8,QZT-MS,Wishart,195.951,642.5,2326.42,56.5043,2.77832,5578.39,9099.24,5619.23,9816.46,2.63792,2.66383,0.153008
184,QZT-MS,Wishart,215.08,633.875,2259.5,56.369,2.78418,5750.86,9168.21,5587.32,9950.28,2.62585,2.73249,0.144084
184.2,QZT-MS,Wishart,208.153,633.875,2250.31,56.3315,2.79297,5882.33,9396.44,5614.42,9896.5,2.62123,2.71873,0.126019
184.4,QZT-MS,Wishart,234.931,637.125,2340.04,56.2939,2.78906,5917.73,9518.38,5638.44,9554.22,2.64404,2.72689,0.144084
184.6,QZT-MS,Wishart,232.377,641.25,2394.57,56.1887,2.77344,5844.11,9350.78,5540.1,9199.72,2.63059,2.65111,0.12776
184.8,QZT-MS,Wishart,235.575,645.875,2402.07,56.1812,2.79199,5614.01,8936.59,5267.23,9162.69,2.62867,2.6999,0.144084
185,QZT-MS,Wishart,242.705,646.5,2370.31,56.1136,2.77148,5255.39,8276.32,4976.56,9106,2.64727,2.67148,0.151266
185.2,QZT-MS,Wishart,201.674,644.625,2290.67,55.9859,2.78223,4821.95,7649.82,4792.47,8900,2.6032,2.70458,0.133201
185.4,QZT-MS,Wishart,191.902,644.5,2168.11,55.9934,2.80469,4574.33,7255.11,4647.81,8712.23,2.63571,2.68549,0.134943
185.6,QZT-MS,Wishart,190.133,643,2005.74,55.9108,2.79004,4522.9,7107.46,4523.66,8523.95,2.58961,2.70966,0.142343
185.8,QZT-MS,Wishart,203.15,638.125,1904.25,55.8657,2.79297,4575.03,7126.5,4457.13,8318.47,2.6401,2.67062,0.145825
186,QZT-MS,Wishart,187.862,638.625,1894.3,55.8206,2.78906,4634.72,7175.41,4422.71,8159.82,2.58552,2.6966,0.154966
186.2,QZT-MS,Wishart,227.111,641.375,1922.26,55.7455,2.76758,4579.11,7104.43,4387.03,7980.15,2.58446,2.67876,0.133201
186.4,QZT-MS,Wishart,192.529,642,1945.16,55.7455,2.75391,4412.88,6879.26,4301.46,7916,2.59489,2.64894,0.133201
186.6,QZT-MS,Wishart,224.484,641.125,1922.42,55.6704,2.76855,4210.64,6520.12,4134.66,7838.32,2.60663,2.65368,0.158449
186.8,QZT-MS,Wishart,227.63,640.375,1856.26,55.6178,2.77734,3961.46,6067.99,3922.31,7663.41,2.52405,2.63779,0.160408
187,QZT-MS,Wishart,247.468,641.875,1784.15,55.5502,2.77734,3623.41,5547.45,3748.08,7799.41,2.61007,2.65933,0.154966
187.2,QZT-MS,Wishart,228.384,641.125,1699.12,55.46,2.76758,3265.73,5106.48,3618.72,7945.89,2.62133,2.72307,0.156708
187.4,QZT-MS,Wishart,220.305,639.125,1568.26,55.3849,2.77344,3060.8,4826.2,3601.92,7828.31,2.59119,2.68267,0.158449
187.6,QZT-MS,Wishart,162.819,642,1411.03,55.3699,2.78027,3070.71,4879.06,3616.49,7737.58,2.60185,2.70963,0.142343
187.8,QZT-MS,Wishart,206.083,641.5,1311.64,55.3098,2.77734,3274.37,5094.36,3597.15,7688.47,2.60927,2.7183,0.149525
188,QZT-MS,Wishart,208.999,635.75,1302.42,55.2046,2.78906,3453.11,5263.03,3618.01,7836.17,2.63247,2.65437,0.138643
188.2,QZT-MS,Wishart,229.547,637,1402.1,55.1896,2.76074,3506.38,5395.72,3675.52,7758.25,2.67059,2.76326,0.134943
188.4,QZT-MS,Wishart,262.704,638.25,1500.98,55.152,2.77734,3555.51,5495.34,3762.44,7597.81,2.57272,2.65643,0.153008
188.6,QZT-MS,Wishart,248.594,638.375,1508.86,55.0844,2.77539,3704.15,5714.01,3806.99,7681.2,2.62183,2.6837,0.140384
188.8,QZT-MS,Wishart,221.758,644.5,1527.93,55.0168,2.75977,3897.28,5959.03,3851.68,7703.79,2.64526,2.7183,0.144084
189,QZT-MS,Wishart,270.819,647.5,1591.92,54.9492,2.75488,4015.68,6140.86,3931.76,7568.45,2.66714,2.76677,0.140384
189.2,QZT-MS,Wishart,192.041,648.25,1670.3,54.9041,2.78027,4044.15,6224.22,3993.67,7613.98,2.76189,2.82217,0.147566
189.4,QZT-MS,Wishart,170.573,650.5,1716.38,54.8215,2.77441,4016.73,6210.99,3991.59,7719.24,2.64436,2.78974,0.162149
189.6,QZT-MS,Wishart,201.947,652.5,1720.21,54.8064,2.7832,3997.48,6148.28,3998.28,7773.97,2.64239,2.6872,0.151266
189.8,QZT-MS,Wishart,275.521,651.25,1707.3,54.7313,2.76855,4012.2,6202.82,4032.34,7877.96,2.62081,2.76674,0.156708
190,QZT-MS,Wishart,261.376,649.25,1708.67,54.6862,2.77051,4061.68,6324.89,4100.78,7887.9,2.71026,2.77776,0.136901
190.2,QZT-MS,Wishart,232.662,647.75,1712.89,54.6111,2.79395,4137.8,6425.9,4175.57,7859.42,2.66883,2.66536,0.12776
190.4,QZT-MS,Wishart,250.552,648.5,1721.85,54.5811,2.78125,4208.58,6549.33,4209.27,7817.43,2.65711,2.71885,0.147566
190.6,QZT-MS,Wishart,275.637,648.75,1756.61,54.551,2.80566,4258.71,6631.07,4197.01,7809.25,2.70384,2.76889,0.144084
190.8,QZT-MS,Wishart,209.853,648.125,1779.78,54.5059,2.75488,4323.28,6628.45,4117.66,7743.67,2.68257,2.77717,0.142343
191,QZT-MS,Wishart,232.856,650.25,1797.71,54.4759,2.7793,4281.15,6522.28,4050.24,7684.12,2.67967,2.72866,0.142343
191.2,QZT-MS,Wishart,287.878,652.5,1826.01,54.4233,2.7627,4119,6369.46,4026.26,7515.32,2.66097,2.71965,0.13146
191.4,QZT-MS,Wishart,272.724,650.75,1820.44,54.3933,2.79785,3958.12,6171.72,3995.68,7528.26,2.6549,2.69285,0.154966
191.6,QZT-MS,Wishart,239.502,644.25,1750.27,54.3557,2.80371,3860.23,5968.62,3884.25,7396.62,2.64242,2.70596,0.162149
191.8,QZT-MS,Wishart,282.916,644.625,1674.36,54.2956,2.78906,3787.72,5760.21,3785.62,6912.46,2.64368,2.69477,0.12776
192,QZT-MS,Wishart,235.295,647.75,1648.15,54.2505,2.77734,3689.65,5658.57,3676.73,6520.97,2.75659,2.80656,0.165849
192.2,QZT-MS,Wishart,150.433,645.625,1638.4,54.213,2.76465,3651.07,5522.35,3468.31,6240.01,2.69298,2.81151,0.13146
192.4,QZT-MS,Wishart,191.045,646.75,1589.78,54.1979,2.80469,3580.82,5179.01,3182.44,6039.15,2.644,2.71786,0.144084
192.6,QZT-MS,Wishart,173.028,650,1577.49,54.1453,2.77832,3216.42,4561.44,2978.55,5884.3,2.52579,2.61347,0.142343
192.8,QZT-MS,Wishart,200.559,653.875,1587.07,54.1078,2.78516,2657.95,3952.91,2882.52,6038.13,2.47416,2.67203,0.16389
193,QZT-MS,Wishart,172.396,659,1466.17,54.0852,2.77832,2345.34,3592.36,2829.88,6240.45,2.64767,2.7527,0.176732
193.2,QZT-MS,Wishart,136.572,660.25,1207.98,54.0026,2.77539,2247.3,3478.24,2876.68,6418.54,2.74978,2.88562,0.16389
193.4,QZT-MS,Wishart,133.277,655.75,1047.69,53.9801,2.76758,2343.21,3629.91,2960.43,6629.79,2.84624,2.93464,0.142343
